5.239248752593994141e+00,5.561148643493652344e+00,3.317389726638793945e+00,3.157053644379891749e-02,3.121676991935740664e-01,-6.218417253066305106e-01,4.330802542222540463e-01,-2.611858682930198183e-01
3.146615028381347656e+00,7.133599281311035156e+00,4.701810359954833984e+00,-6.404415896105204453e-01,-2.617848738106203221e-01,2.419272645236096309e-01,1.342861264934278320e-01,-4.637778093489586251e-01
3.922725677490234375e+00,7.402369499206542969e+00,5.556664466857910156e+00,3.342739140139502907e-01,-4.754028755575722548e-02,2.296712061916330594e-01,1.795199624564616792e-01,-6.250403182684824976e-01
5.311672687530517578e+00,8.850619316101074219e+00,5.906998157501220703e+00,1.252059763231429812e-01,-2.164858436343013726e-01,5.518308497379500466e-01,2.580268573207859517e-01,1.645725239519689811e-02
7.721037864685058594e+00,6.890331268310546875e+00,5.650743007659912109e+00,-3.472745434437686241e-01,1.923017807125068646e-02,5.648750509134709691e-02,-4.271012053343700710e-01,7.854760531828417491e-01
4.431867122650146484e+00,5.932526111602783203e+00,3.481110095977783203e+00,1.318053108469662560e-01,5.657226524618147456e-01,-3.719917117412204211e-01,5.467989596842603994e-01,-4.549446358712986305e-01
5.154937267303466797e+00,5.926532268524169922e+00,5.912197113037109375e+00,-2.090607608145527985e-01,1.741412539791215297e-01,1.541127831219544705e-02,-7.570041643671600040e-01,-3.549217944311195971e-01
5.984010696411132812e+00,6.206070899963378906e+00,6.449931144714355469e+00,3.022417670994087535e-01,7.531802335297342887e-01,3.300204704735834604e-01,-9.963782244737361127e-02,2.873343495539905645e-01
5.989736557006835938e+00,5.109674453735351562e+00,3.698744297027587891e+00,-5.290195903243566367e-01,2.358435841109407516e-01,-6.232154077068206011e-01,-4.329150885925689939e-03,-6.045235241708064866e-02
6.151533603668212891e+00,8.544601440429687500e+00,5.842087268829345703e+00,4.302032223960338686e-01,-1.624962600220914155e-01,6.447001840931725347e-01,-1.055253277568075493e-01,4.486764112106986224e-01
4.690937995910644531e+00,7.916990756988525391e+00,3.940937757492065430e+00,3.020664965431151261e-01,-7.069225908010756676e-01,1.441877039122942648e-02,1.379688421550247755e-02,-2.990472388479980537e-01
5.312307357788085938e+00,8.564943313598632812e+00,3.470712184906005859e+00,9.758749960232129816e-02,-7.917138956014356799e-01,3.025277805618306615e-01,2.772858017024153465e-01,1.634223987571198078e-01
5.974802017211914062e+00,6.928745269775390625e+00,5.692920684814453125e+00,8.524013359464264195e-01,1.212710581794500808e-01,2.322245773120116749e-02,-2.520339983052676258e-01,1.022713334559737647e-01
7.634626865386962891e+00,6.326078891754150391e+00,4.098311424255371094e+00,-3.157315197480303759e-01,4.175118639084932082e-01,-2.126083644544036477e-01,5.202228592379061489e-02,6.533032762396769888e-01
